cell_id,Pseudotime
E1053_681,0.050388884
E1184_453,0.02946405
E1308_540,0.9742758
E687_426,0.9680856
E772_71,0.33840796
E257_10,0.35938683
E1384_53,0.35042495
E1350_588,0.027599482
E1333_628,0.029445333
E258_626,0.024395518
E1980_729,0.9723669
E732_15,0.36067927
E914_58,0.3851996
E1886_75,0.3732075
E1282_366,0.94415784
E103_647,0.07726564
E878_564,0.9559262
E1816_531,0.95401204
E1546_394,0.2040539
E1223_652,0.97165155
E779_794,0.02751472
E742_238,0.4770587
E693_129,0.46495613
E1064_686,0.034031518
E1720_675,0.97458917
E1405_650,0.045845494
E1633_642,0.9587225
E524_722,0.048799276
E1230_769,0.9605481
E841_620,0.03441253
E1380_558,0.0504609
E1801_47,0.38560358
E931_188,0.7142505
E669_664,0.037689492
E1867_642,0.027531875
E1326_173,0.5097201
E1542_316,0.970277
E718_431,0.9635115
E1734_260,0.49741232
E1047_268,0.5114025
E1594_407,0.18812233
E1596_228,0.54301065
E966_438,0.97967714
E1678_210,0.6720046
E613_547,0.036650117
E362_485,0.9719303
E494_496,0.98049164
E175_783,0.055520825
E1901_391,0.2785059
E814_604,0.036398713
E1812_358,0.94327503
E211_196,0.4499905
E1687_427,0.055398997
E1328_780,0.028005337
E1593_455,0.9671143
E1959_251,0.66295856
E1782_688,0.94673324
E1512_392,0.23449683
E525_712,0.024122547
E682_333,0.46144742
E862_287,0.25908807
E1529_621,0.9481621
E265_376,0.9607509
E455_726,0.05141233
E1344_407,0.27003053
E116_781,0.93800163
E726_247,0.46609727
E277_81,0.43612918
E1398_510,0.02260643
E537_266,0.5416119
E1683_67,0.36177343
E936_311,0.9159476
E1987_210,0.4439991
E1400_208,0.6177369
E1487_571,0.05555936
E1581_228,0.43026766
E77_61,0.40949842
E1781_232,0.52951014
E1108_304,0.25281277
E1397_398,0.12961301
E1465_554,0.035248414
E1985_377,0.9638646
E1809_464,0.021615362
E839_635,0.046520855
E902_225,0.4746168
E1167_733,0.9680138
E605_310,0.8106533
E509_555,0.9748928
E1426_195,0.6478987
E967_770,0.043115757
E607_20,0.35896307
E634_355,0.21912925
E560_319,0.40420753
E1492_236,0.4717761
E543_643,0.96053684
E685_566,0.95553803
E1158_89,0.46723694
E942_647,0.025629262
E891_247,0.79466987
E1934_354,0.26357505
E974_681,0.9488053
E1148_729,0.023593852
E1749_364,0.43890268
E1346_248,0.5386668
E121_303,0.9528949
E1890_776,0.02397018
E1464_439,0.21969895
E1571_63,0.3763222
E516_1,0.37323484
E1048_783,0.017297888
E416_644,0.9707746
E466_729,0.029141484
E238_574,0.05963281
E469_562,0.9804395
E363_251,0.7270056
E748_660,0.9545008
E75_18,0.35916233
E865_520,0.05084225
E473_416,0.10187437
E554_393,0.9801855
E1696_82,0.45110765
E185_747,0.91448003
E358_550,0.96206015
E750_445,0.12833455
E1699_730,0.035355046
E1314_734,0.9666742
E749_365,0.95629305
E459_598,0.01469574
E1157_357,0.23768328
E1523_787,0.02925167
E1280_490,0.124536425
E798_545,0.022895053
E1724_617,0.04321752
E223_739,0.024106955
E1087_617,0.9740587
E1090_759,0.016149366
E933_587,0.05142927
E364_58,0.3691387
E850_460,0.025934825
E444_780,0.039301585
E1088_486,0.048480388
E1271_671,0.967581
E1256_578,0.9531929
E1657_758,0.95003057
E1161_413,0.19416863
E1458_410,0.18507867
E273_697,0.9910398
E346_766,0.034520634
E1227_349,0.9661027
E1219_548,0.03770962
E1943_80,0.4798648
E1993_720,0.032083873
E1305_81,0.3910981
E1254_772,0.028405743
E227_236,0.8839153
E904_4,0.35338584
E1393_226,0.51542825
E1352_653,0.036476947
E394_385,0.15673526
E932_95,0.47260347
E1660_205,0.79939777
E1372_21,0.34742326
E1910_752,0.04993199
E295_134,0.4546454
E180_441,0.057261053
E292_248,0.5713268
E1348_167,0.5127666
E1862_194,0.54646605
E1461_456,0.9686063
E806_190,0.50343776
E1186_350,0.2628909
E1023_753,0.9846236
E1003_304,0.34437647
E446_81,0.42942902
E1012_19,0.33162683
E461_403,0.04126231
E1906_689,0.974642
E1180_172,0.482139
E492_80,0.45022342
E329_514,0.03192587
E89_430,0.18144648
E714_140,0.51538837
E527_368,0.9585767
E1036_671,0.040272497
E1239_546,0.02630386
E959_548,0.9344069
E962_359,0.27779862
E1195_62,0.3488142
E206_416,0.224859
E1466_442,0.03205128
E290_408,0.96178496
E1067_164,0.4926729
E1550_448,1.0
E1079_731,0.9824748
E497_792,0.04461901
E1866_579,0.041535247
E1757_183,0.60232353
E1504_515,0.04662838
E918_466,0.20430683
E781_565,0.95322627
E946_752,0.014420748
E529_246,0.7958683
E271_499,0.9578498
E948_417,0.33820143
E621_274,0.8808989
E1583_163,0.6270767
E196_7,0.3434577
E1316_507,0.9691451
E752_198,0.64326036
E579_549,0.029372977
E270_792,0.034388393
E1172_555,0.015728561
E1252_2,0.35749236
E1743_29,0.3413321
E603_570,0.19481051
E1779_494,0.97341454
E1127_662,0.9773917
E746_483,0.022566546
E1967_84,0.44363666
E541_698,0.034830395
E261_246,0.62649524
E386_298,0.2870818
E1837_139,0.48717496
E1770_509,0.95884895
E786_751,0.030020773
E1600_591,0.025398716
E1961_794,0.037751738
E1972_637,0.028580014
E1368_178,0.5859284
E1022_58,0.33997673
E1731_512,0.98184305
E550_316,0.2235719
E1431_172,0.49885333
E979_281,0.28058895
E375_262,0.8211554
E385_351,0.97888166
E1513_486,0.95422786
E1096_157,0.70027626
E435_204,0.7820428
E1931_713,0.028260266
E1412_175,0.6346578
E1074_38,0.3515619
E1069_676,0.9790241
E1937_227,0.7284556
E486_677,0.037788652
E1750_83,0.38962469
E950_643,0.024979383
E1703_191,0.58947927
E1868_566,0.02775865
E975_571,0.98439026
E1672_617,0.03991749
E570_686,0.021626879
E1803_32,0.37815315
E1433_742,0.038836423
E1423_363,0.89923424
E758_226,0.53569967
E838_399,0.22094324
E380_438,0.28960297
E1962_154,0.46862954
E245_303,0.3378798
E870_282,0.9714599
E1984_745,0.9646355
E770_316,0.24607606
E1635_528,0.95046395
E1443_788,0.030519173
E761_82,0.40490702
E744_557,0.02719868
E1455_254,0.5432503
E1482_350,0.96832204
E259_162,0.4411718
E1623_287,0.50188595
E1735_98,0.51909626
E1807_247,0.60369587
E1844_100,0.42460728
E452_342,0.20152342
E1793_701,0.96319175
E368_165,0.4878152
E1648_635,0.96698695
E275_223,0.80541885
E506_243,0.7547862
E736_711,0.9632193
E697_146,0.44631356
E679_782,0.9568879
E1270_280,0.5106903
E1533_612,0.040809
E1257_558,0.013024497
E1796_93,0.45945016
E968_96,0.46756402
E976_448,0.12700936
E964_387,0.9569367
E1323_772,0.07008233
E1810_166,0.48860437
E1038_676,0.0266237
E802_333,0.9759688
E210_362,0.24757606
E404_42,0.33093935
E1587_23,0.33447072
E1751_481,0.17801078
E855_691,0.030068653
E545_427,0.9520784
E149_108,0.4357214
E253_602,0.028508117
E858_236,0.7573284
E939_160,0.7082999
E485_695,0.9624333
E1747_68,0.43191618
E978_453,0.1048846
E491_179,0.63497996
E217_616,0.96595323
E176_265,0.39545178
E705_616,0.9774035
E174_539,0.04293579
E1897_385,0.09352535
E1946_376,0.268656
E412_507,0.968407
E1152_173,0.5300811
E143_20,0.33466566
E231_58,0.37857136
E963_650,0.9552416
E1850_154,0.43732288
E427_83,0.5139767
E251_697,0.029478753
E1084_710,0.023844799
E1563_187,0.76253974
E1448_382,0.912579
E43_599,0.9543006
E684_214,0.73891217
E1010_796,0.023956088
E489_787,0.9378194
E897_304,0.3543427
E618_676,0.035738908
E953_574,0.018191943
E1620_150,0.64541113
E1708_221,0.62392354
E1869_760,0.029871162
E1334_674,0.9739932
E153_107,0.49778092
E331_380,0.21377988
E1742_586,0.0396156
E1031_350,0.03476521
E1266_59,0.379202
E1515_555,0.05161947
E517_756,0.033558544
E1746_555,0.016109513
E1806_549,0.046356082
E539_303,0.29812598
E694_283,0.9639187
E359_79,0.41456664
E1911_449,0.070883356
E1729_505,0.22106719
E336_461,0.9619572
E501_344,0.2486495
E302_418,0.28115752
E1281_188,0.7289283
E526_36,0.30955213
E595_773,0.039982986
E477_273,0.5217903
E104_492,0.037017252
E1522_641,0.93093604
E1237_611,0.91226524
E828_238,0.51107436
E1915_35,0.35286134
E1642_9,0.3393946
E240_625,0.030302046
E1085_385,0.2839724
E1104_417,0.9941019
E1674_68,0.3763533
E1138_378,0.9684472
E842_174,0.4337354
E573_743,0.016057162
E80_589,0.018103505
E1926_730,0.013588787
E1551_389,0.9586648
E1095_651,0.9826737
E315_133,0.46723032
E774_527,0.9745834
E1903_322,0.35011676
E1029_777,0.023337547
E803_793,0.029368598
E1895_532,0.95442146
E191_659,0.9641994
E1711_298,0.55173296
E281_319,0.36659995
E1404_21,0.35838678
E1367_436,0.077275105
E1187_12,0.36537468
E1066_273,0.911505
E1241_558,0.11160799
E1489_621,0.95800656
E390_27,0.37712285
E1988_780,0.9733177
E205_320,0.97952145
E1704_243,0.3398618
E398_536,0.05313044
E1274_575,0.039690837
E1559_793,0.9746361
E1197_519,0.02608318
E983_28,0.39256534
E1232_48,0.34125555
E674_422,0.11688287
E1338_300,0.3875068
E1467_165,0.6059095
E50_443,0.050367836
E807_724,0.98675376
E177_376,0.20105366
E1018_646,0.96226525
E1243_564,0.073136166
E971_547,0.013105766
E1501_202,0.4868485
E90_198,0.66410834
E1706_21,0.33965963
E1638_374,0.3110408
E1861_365,0.27807394
E1130_149,0.4754967
E1718_625,0.95208395
E321_687,0.0
E739_463,0.061746854
E1439_651,0.03242733
E879_277,0.9367637
E431_139,0.47428474
E1288_125,0.44858554
E1259_741,0.024129163
E528_691,0.9784859
E513_666,0.97407377
E1863_767,0.94922495
E1178_355,0.9652783
E861_422,0.20041654
E69_441,0.26813495
E535_221,0.6063935
E1610_202,0.60282254
E256_621,0.038133517
E81_578,0.03470272
E766_192,0.50598466
E1728_387,0.39806283
E1560_272,0.43916908
E1171_194,0.49174547
E657_93,0.5118551
E221_697,0.97486657
E372_542,0.03474257
E389_90,0.45734456
E1037_478,0.97606236
E312_729,0.033176336
E1548_594,0.019195724
E1013_254,0.52666223
E355_22,0.3548854
E996_527,0.07023663
E1360_233,0.87078
E825_476,0.9506611
E23_75,0.3774701
E1790_399,0.17536047
E298_185,0.6966323
E468_450,0.96242064
E832_620,0.036823407
E406_503,0.97924167
E833_144,0.4531426
E1139_321,0.28262728
E1122_356,0.9820598
E1836_447,0.018581778
E179_118,0.4233197
E1968_276,0.52621466
E343_495,0.049507603
E540_334,0.25337508
E1194_303,0.42853224
E1819_563,0.013258717
E773_502,0.03466121
E1833_399,0.22768281
E943_640,0.024399685
E377_719,0.97189516
E1527_133,0.46760356
E1284_396,0.15725277
E574_298,0.85215133
E1799_115,0.41019034
E1824_201,0.5313071
E1537_369,0.95765084
E1086_259,0.4344233
E876_180,0.4677933
E1917_61,0.38667017
E1408_582,0.054178856
E405_385,0.9587945
E341_11,0.37138715
E1410_317,0.89130265
E147_576,0.041420285
E291_790,0.9535466
E599_522,0.042006597
E348_410,0.11904329
E980_487,0.05508161
E361_169,0.4342382
E1229_342,0.26925212
E1939_722,0.98692393
E708_462,0.065713085
E1960_322,0.24978343
E503_531,0.032216974
E1060_31,0.3431082
E1027_606,0.027779635
E745_397,0.22431347
E49_746,0.027844943
E428_24,0.35627908
E1884_256,0.5422626
E712_552,0.04093968
E308_684,0.982008
E556_489,0.9695559
E1922_398,0.15758821
E1374_197,0.27958024
E73_367,0.9771461
E587_354,0.20060572
E1916_191,0.49934635
E411_702,0.029041314
E1753_617,0.03300259
E1128_599,0.035480704
E1649_560,0.015488858
E1772_193,0.62719214
E856_645,0.030742763
E366_621,0.9623954
E1507_255,0.48081562
E434_151,0.53920645
E126_398,0.9724088
E1117_481,0.9602686
E1235_24,0.35245392
E864_620,0.044473596
E440_541,0.034698244
E1491_568,0.02711876
E1702_379,0.21377817
E1470_526,0.1475747
E1460_368,0.2362124
E1267_383,0.2064212
E1263_503,0.08392078
E323_627,0.023830064
E1335_269,0.5792364
E1475_668,0.04810841
E301_676,0.9754508
E1843_343,0.099263884
E886_788,0.9687428
E13_795,0.052160814
E610_288,0.4766099
E1669_574,0.03636428
E383_417,0.99444824
E1419_300,0.5354221
E1210_118,0.4428584
E696_367,0.19578269
E1337_644,0.9603686
E1301_463,0.06222387
E1659_250,0.5530768
E1973_29,0.33621368
E1183_153,0.4996759
E1549_497,0.020692788
E741_551,0.5823727
E1497_764,0.021161657
E1082_607,0.029353801
E1449_69,0.3745289
E512_204,0.6779696
E360_377,0.97983646
E698_223,0.64917725
E1126_619,0.04032157
E418_34,0.3688989
E72_423,0.22072922
E1567_484,0.1266005
E720_493,0.054562166
E1881_204,0.47269627
E432_736,0.032775782
E1632_462,0.19756553
E204_660,0.97001284
E195_267,0.28714114
E1137_202,0.67372423
E576_467,0.206235
E1216_532,0.9713353
E710_123,0.50519663
E1017_494,0.06934668
E136_387,0.2035373
E1599_143,0.44675365
E653_526,0.18095657
E391_464,0.13150288
E269_341,0.95395184
E1045_298,0.860168
E1310_310,0.92082006
E1925_192,0.4978205
E1845_502,0.03370972
E118_601,0.040758274
E47_357,0.24177614
E505_237,0.6620203
E458_419,0.22193846
E123_20,0.33308694
E1611_282,0.5316463
E451_162,0.5105781
E254_473,0.9766348
E1472_32,0.34549713
E588_762,0.02730035
E1159_708,0.05791709
E504_731,0.95496124
E1417_406,0.7249925
E1077_763,0.03151125
E1956_415,0.12858322
E1165_129,0.4574384
E1511_621,0.97245234
E382_167,0.39869988
E250_601,0.95601374
E719_799,0.02969588
E87_14,0.34908822
E1667_267,0.4640124
E703_409,0.05032103
E1520_175,0.44830462
E1364_785,0.94857717
E1761_219,0.43793687
E1260_350,0.9776832
E393_599,0.015122611
E987_127,0.4172651
E1160_641,0.9747952
E544_370,0.9801092
E727_6,0.3347036
E990_296,0.7154688
E1763_714,0.030532712
E1676_579,0.05228843
E1146_654,0.02604204
E1705_525,0.016023189
E947_102,0.42389247
E1733_522,0.08368224
E753_528,0.051919214
E1188_101,0.560754
E164_333,0.30733094
E18_753,0.04364001
E4_342,0.9537926
E557_430,0.12651308
E1854_258,0.37996194
E1873_334,0.20965733
E515_100,0.46737966
E56_313,0.4532986
E1784_118,0.43793502
E1555_749,0.017102603
E578_558,0.07938826
E192_660,0.036686447
E1685_151,0.61587113
E484_529,0.97016317
E589_651,0.9625267
E214_34,0.340244
E1626_376,0.28008795
E1365_107,0.47013465
E1969_172,0.60894024
E1957_789,0.032034922
E344_163,0.5020578
E1499_247,0.63346475
E1279_619,0.98409563
E591_486,0.97210026
E514_391,0.05792833
E430_743,0.033604983
E1459_268,0.48299778
E1441_195,0.5334792
E127_482,0.9605084
E324_197,0.4696181
E173_762,0.017974233
E853_123,0.44339323
E287_428,0.13858621
E1145_198,0.44597575
E868_439,0.9764723
E1351_725,0.027466228
E945_570,0.03902567
E1684_315,0.9525593
E738_19,0.3456143
E1154_204,0.41888198
E76_527,0.021263266
E1892_89,0.5441611
E1580_410,0.31869888
E1438_741,0.03613441
E1164_558,0.960515
E1707_324,0.5385369
E102_606,0.04405043
E268_73,0.47672984
E530_71,0.38110104
E1296_200,0.699076
E1385_384,0.19150274
E1065_311,0.96783346
E1709_541,0.9668473
E1206_360,0.50725
E498_247,0.713523
E332_164,0.5802026
E1804_149,0.60199213
E1726_309,0.43258014
E1786_704,0.9521318
E1584_200,0.626412
E129_75,0.44343716
E1664_442,0.20175816
E1100_18,0.34274477
E472_794,0.046802282
E303_572,0.030908242
E280_403,0.93679637
E1997_518,0.96199805
E1149_250,0.9668542
E1540_223,0.7288664
E1891_707,0.95672894
E1222_296,0.9419349
E1835_165,0.60815513
E547_177,0.46869904
E558_307,0.515609
E36_371,0.9526079
E511_618,0.038139094
E1387_420,0.06843308
E502_766,0.01878947
E1215_432,0.9481715
E1091_533,0.05669713
E8_14,0.33786657
E1940_95,0.4903186
E1622_431,0.1436101
E141_799,0.04917113
E1442_639,0.027184527
E115_430,0.5674427
E1143_52,0.3669104
E1558_677,0.9657001
E1383_571,0.9642094
E1530_665,0.030073952
E260_673,0.9582549
E61_615,0.97506595
E1568_277,0.5881613
E456_507,0.032784175
E890_292,0.41920364
E900_739,0.97058237
E1975_178,0.46298423
E1650_191,0.7968967
E1658_302,0.41642687
E1163_517,0.03856713
E1490_454,0.9533001
E1311_564,0.028962221
E643_709,0.026944825
E872_122,0.47900003
E1864_411,0.18323575
E1744_469,0.97076505
E1995_478,0.042652156
E460_90,0.43211836
E450_483,0.045218986
E1011_58,0.37826517
E723_135,0.4533804
E1200_158,0.48468915
E1859_208,0.52157897
E1887_482,0.015644995
E1576_272,0.6729147
E1170_323,0.94598174
E1202_290,0.4540728
E655_732,0.96998924
E40_66,0.38280007
E310_201,0.63348365
E866_76,0.40858912
E1052_401,0.19995618
E625_467,0.05205556
E919_627,0.525339
E1177_725,0.95709074
E1381_150,0.54874986
E1655_317,0.31004095
E810_625,0.9533279
E1016_272,0.5384274
E1258_430,0.9646885
E765_191,0.38432574
E423_553,0.9572442
E940_64,0.41204146
E1155_449,0.9628092
E649_476,0.069151916
E1553_119,0.45138356
E912_49,0.3360712
E1876_163,0.6121473
E1966_766,0.016195776
E320_720,0.025139349
E1356_669,0.9785436
E820_155,0.53891337
E680_645,0.020847851
E1953_235,0.5850045
E1758_568,0.042718325
E283_391,0.9634776
E266_57,0.36039945
E1998_258,0.70380026
E1153_559,0.035734374
E1586_531,0.05288927
E1370_787,0.97685325
E1700_369,0.9410965
E1882_708,0.038421344
E1721_670,0.041370474
E463_560,0.06859939
E482_250,0.89498276
E636_794,0.0052874656
E1292_451,0.95771956
E1075_755,0.03073299
E1101_254,0.9171756
E163_11,0.3334098
E128_613,0.028660731
E276_84,0.3899614
E162_456,0.032183766
